id	assigned_topic	topic_label	label	lang
yeocheon-0231	159	159_windows_vista_os_pc	Lament_lament	ko
hongcheon-1312	1013	1013_law_jurisprudence_judicial_statutes	Lament_lament	ko
wando-0233	1013	1013_law_jurisprudence_judicial_statutes	Lament_lament	ko
gimje-0508	943	943_stagecoach_ford_cinematography_films	Lament_lament	ko
gyeongju-0210	1707	1707_monastery_monks_monastic_monastics	Lament_lament	ko
damyang-0419	1534	1534_famine_famines_starvation_rice	Lament_lament	ko
yeonggwang-0519	1528	1528_halo_chief_343_master	Lament_lament	ko
gn.goseong-0602	938	938_ford_presidency_presidential_presidents	Lament_lament	ko
jinan-0605	1247	1247_shamanism_shamans_shaman_shamanistic	Lament_lament	ko
milyang-1008	938	938_ford_presidency_presidential_presidents	Lament_lament	ko
pyeongchang-1112	177	177_dementia_dementias_neurodegenerative_parkinsonism	Lament_lament	ko
goheung-0114	1513	1513_redheads_redhead_reddish_ginger	Lament_lament	ko
wando-0520	2205	2205_bow_actress_1932_laurels	Lament_lament	ko
goesan-0120	918	918_hemp_cannabis_textiles_cultivated	Lament_lament	ko
yangyang-2207	2322	2322_moon_drummer_drums_drummers	Lament_lament	ko
jeongseon-1406	1513	1513_redheads_redhead_reddish_ginger	Lament_lament	ko
namwon-0313	1475	1475_indigenous_spirit_spirits_natives	Lament_lament	ko
yeongyang-0120	1082	1082_robots_robot_robotic_robotics	Lament_lament	ko
geochang-0222	813	813_tattoos_tattooing_tattoo_tattooed	Lament_lament	ko
sangju-1409	989	989_cook_voyage_voyages_sailed	Lament_lament	ko
seongju-0303	1932	1932_law_laws_theological_morality	Lament_lament	ko
gokseong-0106	1028	1028_probability_probabilities_doors_car	Lament_lament	ko
bonghwa-0204	1082	1082_robots_robot_robotic_robotics	Lament_lament	ko
hwacheon-0216	1028	1028_probability_probabilities_doors_car	Lament_lament	ko
yeonggwang-0420	1638	1638_contraception_contraceptive_contraceptives_abortion	Lament_lament	ko
yeongwol-0306	1013	1013_law_jurisprudence_judicial_statutes	Lament_lament	ko
ulreung-0223	2322	2322_moon_drummer_drums_drummers	Lament_lament	ko
icheon-0410	938	938_ford_presidency_presidential_presidents	Lament_lament	ko
bonghwa-0707	1225	1225_bean_teddy_episodes_sitcom	Lament_lament	ko
bonghwa-0720	1082	1082_robots_robot_robotic_robotics	Lament_lament	ko
yeongil-0332	2222	2222_retailer_store_sales_shop	Lament_lament	ko
jindo-0545	824	824_gang_gangs_comedies_productions	Lament_lament	ko
cheolwon-0813	1082	1082_robots_robot_robotic_robotics	Lament_lament	ko
muju-0441	915	915_sparrow_pirates_pirate_privateer	Lament_lament	ko
jeongseon-1316	2322	2322_moon_drummer_drums_drummers	Lament_lament	ko
hampyeong-0439	1646	1646_catch_22_circumstance_novel	Lament_lament	ko
seongju-0336	238	238_protesting_activism_protests_protest	Lament_lament	ko
cheolwon-1212	1932	1932_law_laws_theological_morality	Lament_lament	ko
hampyeong-0428	150	150_waters_concert_tour_pink	Lament_lament	ko
jangheung-0229	1789	1789_tai_chi_martial_wushu	Lament_lament	ko
goheung-0113	2145	2145_wastes_waste_disposal_recycling	Lament_lament	ko
eumseong-0528	1915	1915_fate_fates_doctor_doctorate	Lament_lament	ko
hampyeong-0602	1225	1225_bean_teddy_episodes_sitcom	Lament_lament	ko
yecheon-0704	2190	2190_wiggle_band_entertainers_concert	Lament_lament	ko
imsil-0520	1513	1513_redheads_redhead_reddish_ginger	Lament_lament	ko
sangju-0820	2190	2190_wiggle_band_entertainers_concert	Lament_lament	ko
yeongdeok-0333	2222	2222_retailer_store_sales_shop	Lament_lament	ko
cheongsong-0521	1513	1513_redheads_redhead_reddish_ginger	Lament_lament	ko
bonghwa-0706	1899	1899_museums_museum_exhibit_exhibits	Lament_lament	ko
dalseong-0531	2	2_married_divorced_couple_remarried	Lament_lament	ko
seocheon-0202	1271	1271_jong_heir_eldest_successor	Lament_lament	ko
gimje-0518	1043	1043_cloud_clouds_azure_virtualization	Lament_lament	ko
yanggu-0716	291	291_peppers_chili_funk_flea	Lament_lament	ko
seungju-0203	1013	1013_law_jurisprudence_judicial_statutes	Lament_lament	ko
wando-0523	199	199_homer_sitcom_cartoon_sitcoms	Lament_lament	ko
goheung-0408	238	238_protesting_activism_protests_protest	Lament_lament	ko
bonghwa-0614	1513	1513_redheads_redhead_reddish_ginger	Lament_lament	ko
gochang-0525	731	731_sake_rice_liquor_brewing	Lament_lament	ko
seongju-0629	1790	1790_cents_coins_monetary_shillings	Lament_lament	ko
yeonggwang-0614	1638	1638_contraception_contraceptive_contraceptives_abortion	Lament_lament	ko
gw.goseong-0516	291	291_peppers_chili_funk_flea	Lament_lament	ko
yangyang-0511	1082	1082_robots_robot_robotic_robotics	Lament_lament	ko
geumreung-0135	2131	2131_viewership_viewers_televised_television	Lament_lament	ko
uljin-1002	1535	1535_anthem_anthems_hymn_stanza	Lament_lament	ko
naju-0219	1843	1843_rivers_celebrity_housewives_comedian	Lament_lament	ko
buan-0615	450	450_bear_bears_grizzly_predators	Lament_lament	ko
geumsan-0806	2367	2367_critical_thinking_reasoned_reflective	Lament_lament	ko
muan-0704	1225	1225_bean_teddy_episodes_sitcom	Lament_lament	ko
hampyeong-0408	1513	1513_redheads_redhead_reddish_ginger	Lament_lament	ko
hoengseong-0425	2322	2322_moon_drummer_drums_drummers	Lament_lament	ko
jindo-0523	2131	2131_viewership_viewers_televised_television	Lament_lament	ko
bonghwa-0403	1513	1513_redheads_redhead_reddish_ginger	Lament_lament	ko
pyeongchang-0806	2346	2346_marriages_cohabitation_marriage_heterosexuals	Lament_lament	ko
yeongdeok-0208	395	395_millennials_millennial_generations_generation	Lament_lament	ko
sinan-1013	1409	1409_missionaries_charity_nuns_orphanages	Lament_lament	ko
sinan-0314	918	918_hemp_cannabis_textiles_cultivated	Lament_lament	ko
yeongdeok-0207	1932	1932_law_laws_theological_morality	Lament_lament	ko
samcheok-1207	1659	1659_tower_towers_fortification_moat	Lament_lament	ko
yecheon-0422	2133	2133_niece_grandmother_1918_aunt	Lament_lament	ko
gangjin-0601	1502	1502_rooms_room_palace_furnishings	Lament_lament	ko
sinan-0427	2053	2053_concert_concerts_tour_theater	Lament_lament	ko
seungju-0304	2190	2190_wiggle_band_entertainers_concert	Lament_lament	ko
tongyeong-0413	2240	2240_sesame_episodes_cartoon_licensing	Lament_lament	ko
yeongam-0224	1915	1915_fate_fates_doctor_doctorate	Lament_lament	ko
gangjin-0602	441	441_woman_wonder_goddess_feminist	Lament_lament	ko
samcheok-1104	177	177_dementia_dementias_neurodegenerative_parkinsonism	Lament_lament	ko
jungwon-0334	358	358_coalition_chancellors_chancellor_chancellorship	Lament_lament	ko
haenam-0127	1638	1638_contraception_contraceptive_contraceptives_abortion	Lament_lament	ko
geumreung-0433	1534	1534_famine_famines_starvation_rice	Lament_lament	ko
muju-0704	408	408_bbc_broadcasting_channel_al	Lament_lament	ko
gn.goseong-0519	1646	1646_catch_22_circumstance_novel	Lament_lament	ko
geochang-0315	1013	1013_law_jurisprudence_judicial_statutes	Lament_lament	ko
jinan-0603	380	380_temple_cult_peoples_disciples	Lament_lament	ko
gangjin-0618	291	291_peppers_chili_funk_flea	Lament_lament	ko
gangjin-0716	1550	1550_dew_cola_flavors_soda	Lament_lament	ko
yeocheon-0327	2037	2037_woke_woken_wake_awake	Lament_lament	ko
bonghwa-0311	790	790_degree_bachelor_diploma_qualification	Lament_lament	ko
gangjin-0312	1528	1528_halo_chief_343_master	Lament_lament	ko
yeonggwang-0609	1013	1013_law_jurisprudence_judicial_statutes	Lament_lament	ko
hapcheon-0516	1013	1013_law_jurisprudence_judicial_statutes	Lament_lament	ko
gangjin-0626	2	2_married_divorced_couple_remarried	Lament_lament	ko
tongyeong-0304	929	929_medicine_medicinal_medicines_physicians	Lament_lament	ko
damyang-0122	2154	2154_studios_lions_acquisitions_paramount	Lament_lament	ko
haenam-0411	63	63_breeds_terrier_terriers_shepherd	Lament_lament	ko
muan-0155	1043	1043_cloud_clouds_azure_virtualization	Lament_lament	ko
gangjin-0212	1013	1013_law_jurisprudence_judicial_statutes	Lament_lament	ko
yeongil-0524	2322	2322_moon_drummer_drums_drummers	Lament_lament	ko
geumreung-0206	1082	1082_robots_robot_robotic_robotics	Lament_lament	ko
gyeongju-0211	1513	1513_redheads_redhead_reddish_ginger	Lament_lament	ko
samcheok-1012	1013	1013_law_jurisprudence_judicial_statutes	Lament_lament	ko
chilgok-0606	2201	2201_deaf_blindness_disabilities_braille	Lament_lament	ko
uljin-0115	1743	1743_ant_ants_toured_tour	Lament_lament	ko
inje-0105	1862	1862_quixotic_literature_chivalric_novel	Lament_lament	ko
gimhae-0212	938	938_ford_presidency_presidential_presidents	Lament_lament	ko
jeongseon-0724	1956	1956_ashes_wickets_cricket_innings	Lament_lament	ko
hoengseong-0107	2322	2322_moon_drummer_drums_drummers	Lament_lament	ko
chilgok-0471	1915	1915_fate_fates_doctor_doctorate	Lament_lament	ko
naju-0319	918	918_hemp_cannabis_textiles_cultivated	Lament_lament	ko
boeun-0211	1119	1119_proud_boys_protests_protesters	Lament_lament	ko
yeongam-0512	1041	1041_torturing_strangled_stabbing_murdered	Lament_lament	ko
ulreung-0209	2322	2322_moon_drummer_drums_drummers	Lament_lament	ko
seongju-0313	2131	2131_viewership_viewers_televised_television	Lament_lament	ko
tongyeong-0713	1513	1513_redheads_redhead_reddish_ginger	Lament_lament	ko
geoje-0521	1956	1956_ashes_wickets_cricket_innings	Lament_lament	ko
yeocheon-0227	1460	1460_aunt_uncle_breakfast_mammy	Lament_lament	ko
yeongdeok-0309	2125	2125_libel_celebrity_reportedly_scandals	Lament_lament	ko
yeonggwang-0142	1843	1843_rivers_celebrity_housewives_comedian	Lament_lament	ko
gn.goseong-0531	2	2_married_divorced_couple_remarried	Lament_lament	ko
yeongdeok-0204	291	291_peppers_chili_funk_flea	Lament_lament	ko
hadong-0136	1028	1028_probability_probabilities_doors_car	Lament_lament	ko
jangsu-0233	2222	2222_retailer_store_sales_shop	Lament_lament	ko
yecheon-0503	1513	1513_redheads_redhead_reddish_ginger	Lament_lament	ko
jeongseon-1111	989	989_cook_voyage_voyages_sailed	Lament_lament	ko
chilgok-0402	1013	1013_law_jurisprudence_judicial_statutes	Lament_lament	ko
sancheong-0509	1018	1018_ninja_ninjas_anime_kai	Lament_lament	ko
wando-0718	2039	2039_fed_inflation_monetary_financial	Lament_lament	ko
wando-0408	2322	2322_moon_drummer_drums_drummers	Lament_lament	ko
iksan-0206	1013	1013_law_jurisprudence_judicial_statutes	Lament_lament	ko
jangsu-0342	918	918_hemp_cannabis_textiles_cultivated	Lament_lament	ko
sancheong-0443	238	238_protesting_activism_protests_protest	Lament_lament	ko
wanju-0523	2240	2240_sesame_episodes_cartoon_licensing	Lament_lament	ko
daejeon-0510	1013	1013_law_jurisprudence_judicial_statutes	Lament_lament	ko
seungju-0307	177	177_dementia_dementias_neurodegenerative_parkinsonism	Lament_lament	ko
samcheok-1209	839	839_fastest_racing_mph_speed	Lament_lament	ko
jinyang-0907	2	2_married_divorced_couple_remarried	Lament_lament	ko
jungwon-0336	291	291_peppers_chili_funk_flea	Lament_lament	ko
jinan-0626	1513	1513_redheads_redhead_reddish_ginger	Lament_lament	ko
eumseong-0518	1809	1809_park_parks_parking_central	Lament_lament	ko
yeongyang-0118	53	53_comedian_primetime_night_comedians	Lament_lament	ko
milyang-1009	1915	1915_fate_fates_doctor_doctorate	Lament_lament	ko
uljin-0613	0	0_goalscorer_scored_goals_goal	Lament_lament	ko
sinan-0117	1596	1596_sky_gaming_gameplay_gamer	Lament_lament	ko
sancheong-0527	1915	1915_fate_fates_doctor_doctorate	Lament_lament	ko
jangheung-0514	1409	1409_missionaries_charity_nuns_orphanages	Lament_lament	ko
cheongdo-0111	1053	1053_bird_storm_star_rebounds	Lament_lament	ko
seongju-0143	918	918_hemp_cannabis_textiles_cultivated	Lament_lament	ko
yeocheon-0326	1513	1513_redheads_redhead_reddish_ginger	Lament_lament	ko
yangyang-1805	1711	1711_thirty_seconds_tour_album	Lament_lament	ko
jeongseon-0723	918	918_hemp_cannabis_textiles_cultivated	Lament_lament	ko
uljin-0719	1838	1838_kimchi_rice_cabbage_cuisine	Lament_lament	ko
gunwi-0238	2	2_married_divorced_couple_remarried	Lament_lament	ko
goheung-0221	487	487_oblast_soviet_yuri_grandmother	Lament_lament	ko
yanggu-0408	1082	1082_robots_robot_robotic_robotics	Lament_lament	ko
samcheok-1017	1013	1013_law_jurisprudence_judicial_statutes	Lament_lament	ko
imsil-0208	1513	1513_redheads_redhead_reddish_ginger	Lament_lament	ko
hwacheon-0209	1013	1013_law_jurisprudence_judicial_statutes	Lament_lament	ko
yeonggwang-0612	562	562_complement_binary_complements_unsigned	Lament_lament	ko
cheolwon-1201	1013	1013_law_jurisprudence_judicial_statutes	Lament_lament	ko
dalseong-0335	2154	2154_studios_lions_acquisitions_paramount	Lament_lament	ko
jeongseon-0726	1299	1299_jong_yong_hui_taek	Lament_lament	ko
yeongcheon-0120	1534	1534_famine_famines_starvation_rice	Lament_lament	ko
milyang-1711	1082	1082_robots_robot_robotic_robotics	Lament_lament	ko
nonsan-0201	938	938_ford_presidency_presidential_presidents	Lament_lament	ko
haman-0128	2346	2346_marriages_cohabitation_marriage_heterosexuals	Lament_lament	ko
bonghwa-0712	291	291_peppers_chili_funk_flea	Lament_lament	ko
bonghwa-0312	790	790_degree_bachelor_diploma_qualification	Lament_lament	ko
jangseong-0228	1502	1502_rooms_room_palace_furnishings	Lament_lament	ko
goheung-0220	512	512_women_comfort_geisha_grandmothers	Lament_lament	ko
gokseong-0413	1083	1083_tanks_tank_partisan_ideological	Lament_lament	ko
cheolwon-1214	1747	1747_moss_quarterback_cornerback_punts	Lament_lament	ko
hampyeong-0603	2205	2205_bow_actress_1932_laurels	Lament_lament	ko
euiryeong-0508	2	2_married_divorced_couple_remarried	Lament_lament	ko
inje-0208	1513	1513_redheads_redhead_reddish_ginger	Lament_lament	ko
gangjin-0714	938	938_ford_presidency_presidential_presidents	Lament_lament	ko
chilgok-0318	2139	2139_presidential_parliamentary_governs_government	Lament_lament	ko
bukjeju-1512	1018	1018_ninja_ninjas_anime_kai	Lament_lament	ko
bonghwa-0713	177	177_dementia_dementias_neurodegenerative_parkinsonism	Lament_lament	ko
jangheung-0219	1646	1646_catch_22_circumstance_novel	Lament_lament	ko
jangseong-0235	1534	1534_famine_famines_starvation_rice	Lament_lament	ko
seosan-0706	1877	1877_zombie_walkers_zombies_walking	Lament_lament	ko
gw.goseong-1210	177	177_dementia_dementias_neurodegenerative_parkinsonism	Lament_lament	ko
gw.goseong-0607	2322	2322_moon_drummer_drums_drummers	Lament_lament	ko
yeongdeok-0202	291	291_peppers_chili_funk_flea	Lament_lament	ko
sancheong-0422	1013	1013_law_jurisprudence_judicial_statutes	Lament_lament	ko
dalseong-0214	2131	2131_viewership_viewers_televised_television	Lament_lament	ko
chuncheon-0313	2	2_married_divorced_couple_remarried	Lament_lament	ko
boeun-0412	0	0_goalscorer_scored_goals_goal	Lament_lament	ko
gangjin-0319	1409	1409_missionaries_charity_nuns_orphanages	Lament_lament	ko
boseong-0135	56	56_bond_royale_spectre_pierce	Lament_lament	ko
wanju-0424	1028	1028_probability_probabilities_doors_car	Lament_lament	ko
seongju-0833	1013	1013_law_jurisprudence_judicial_statutes	Lament_lament	ko
hamyang-0328	2240	2240_sesame_episodes_cartoon_licensing	Lament_lament	ko
yanggu-0302	1132	1132_burning_burners_organizers_attendees	Lament_lament	ko
yeonggwang-0611	1638	1638_contraception_contraceptive_contraceptives_abortion	Lament_lament	ko
muju-0703	1013	1013_law_jurisprudence_judicial_statutes	Lament_lament	ko
yeongam-0520	1132	1132_burning_burners_organizers_attendees	Lament_lament	ko
jeongeup-0462	213	213_showrunner_episode_showrunners_episodes	Lament_lament	ko
hwasun-0312	1646	1646_catch_22_circumstance_novel	Lament_lament	ko
yangyang-1206	2322	2322_moon_drummer_drums_drummers	Lament_lament	ko
jungwon-0335	2	2_married_divorced_couple_remarried	Lament_lament	ko
gn.goseong-0211	2	2_married_divorced_couple_remarried	Lament_lament	ko
dalseong-0302	1082	1082_robots_robot_robotic_robotics	Lament_lament	ko
ulreung-0224	2322	2322_moon_drummer_drums_drummers	Lament_lament	ko
haman-0616	204	204_trafficking_prostitution_prostitutes_prostitute	Lament_lament	ko
nonsan-0101	1013	1013_law_jurisprudence_judicial_statutes	Lament_lament	ko
mungyeong-0317	1082	1082_robots_robot_robotic_robotics	Lament_lament	ko
jangheung-0411	1475	1475_indigenous_spirit_spirits_natives	Lament_lament	ko
gimje-0310	1534	1534_famine_famines_starvation_rice	Lament_lament	ko
naju-0332	2322	2322_moon_drummer_drums_drummers	Lament_lament	ko
yeongil-0616	1013	1013_law_jurisprudence_judicial_statutes	Lament_lament	ko
seungju-0319	870	870_roof_prosecution_defendants_sentencing	Lament_lament	ko
sangju-0817	1100	1100_hill_silent_sequel_remake	Lament_lament	ko
gwangjusi-0140	238	238_protesting_activism_protests_protest	Lament_lament	ko
gangjin-0711	2	2_married_divorced_couple_remarried	Lament_lament	ko
geumsan-1106	1142	1142_vocals_remixes_albums_chorus	Lament_lament	ko
milyang-0606	1596	1596_sky_gaming_gameplay_gamer	Lament_lament	ko
sancheong-0441	441	441_woman_wonder_goddess_feminist	Lament_lament	ko
jangheung-0515	1638	1638_contraception_contraceptive_contraceptives_abortion	Lament_lament	ko
haenam-0128	1513	1513_redheads_redhead_reddish_ginger	Lament_lament	ko
yanggu-0435	1028	1028_probability_probabilities_doors_car	Lament_lament	ko
jindo-0108	1409	1409_missionaries_charity_nuns_orphanages	Lament_lament	ko
hadong-0409	2	2_married_divorced_couple_remarried	Lament_lament	ko
hapcheon-0510	192	192_polygamous_polygamy_polyamory_polygamists	Lament_lament	ko
milyang-0604	2167	2167_gnostic_gnosis_theology_religions	Lament_lament	ko
hwasun-0311	1638	1638_contraception_contraceptive_contraceptives_abortion	Lament_lament	ko
muan-0705	1409	1409_missionaries_charity_nuns_orphanages	Lament_lament	ko
seungju-0340	2306	2306_bell_cliffhanger_saved_cast	Lament_lament	ko
pyeongchang-1114	2322	2322_moon_drummer_drums_drummers	Lament_lament	ko
yangyang-2101	2201	2201_deaf_blindness_disabilities_braille	Lament_lament	ko
jangheung-0228	1440	1440_strings_theories_string_theory	Lament_lament	ko
geochang-0509	2103	2103_lunar_moon_landings_spacecraft	Lament_lament	ko
imsil-0510	666	666_nonfiction_bestseller_novelist_autobiography	Lament_lament	ko
chilgok-0301	1013	1013_law_jurisprudence_judicial_statutes	Lament_lament	ko
yanggu-0110	1082	1082_robots_robot_robotic_robotics	Lament_lament	ko
seongju-0641	2190	2190_wiggle_band_entertainers_concert	Lament_lament	ko
jeongseon-0811	2	2_married_divorced_couple_remarried	Lament_lament	ko
namhae-0110	328	328_nicotine_tobacco_cigarettes_cigarette	Lament_lament	ko
ulsan-0409	517	517_caves_cave_temples_excavation	Lament_lament	ko
wando-0407	1119	1119_proud_boys_protests_protesters	Lament_lament	ko
seungju-0342	870	870_roof_prosecution_defendants_sentencing	Lament_lament	ko
naju-0311	1915	1915_fate_fates_doctor_doctorate	Lament_lament	ko
hampyeong-0139	1409	1409_missionaries_charity_nuns_orphanages	Lament_lament	ko
bonghwa-0705	1899	1899_museums_museum_exhibit_exhibits	Lament_lament	ko
hampyeong-0612	522	522_fertility_overpopulation_childbearing_adoptions	Lament_lament	ko
euiryeong-0326	1515	1515_literature_novels_novel_peace	Lament_lament	ko
namwon-0713	918	918_hemp_cannabis_textiles_cultivated	Lament_lament	ko
goryeong-0614	1972	1972_dragons_imagine_unreleased_indie	Lament_lament	ko
yeongdeok-0138	2	2_married_divorced_couple_remarried	Lament_lament	ko
jangheung-0225	1901	1901_sat_exams_exam_admissions	Lament_lament	ko
yeongam-0218	2	2_married_divorced_couple_remarried	Lament_lament	ko
chilgok-0316	467	467_katana_kata_swords_sword	Lament_lament	ko
euiseong-0721	1013	1013_law_jurisprudence_judicial_statutes	Lament_lament	ko
sancheong-0523	5	5_cuisine_cuisines_foods_culinary	Lament_lament	ko
sacheon-0110	915	915_sparrow_pirates_pirate_privateer	Lament_lament	ko
boseong-0138	2037	2037_woke_woken_wake_awake	Lament_lament	ko
uljin-1003	1915	1915_fate_fates_doctor_doctorate	Lament_lament	ko
ganghwa-0702	1013	1013_law_jurisprudence_judicial_statutes	Lament_lament	ko
incheon-0102	398	398_sins_sin_sinfulness_theology	Lament_lament	ko
goheung-0230	682	682_farmworkers_unions_picketing_protest	Lament_lament	ko
yangyang-0314	2322	2322_moon_drummer_drums_drummers	Lament_lament	ko
cheolwon-0812	291	291_peppers_chili_funk_flea	Lament_lament	ko
yecheon-0504	1513	1513_redheads_redhead_reddish_ginger	Lament_lament	ko
naju-0411	1915	1915_fate_fates_doctor_doctorate	Lament_lament	ko
yecheon-0423	0	0_goalscorer_scored_goals_goal	Lament_lament	ko
yeonggwang-0433	1986	1986_sour_songwriter_grungy_debut	Lament_lament	ko
yangyang-1502	938	938_ford_presidency_presidential_presidents	Lament_lament	ko
naju-0212	1477	1477_smartwatch_watches_smartwatches_apple	Lament_lament	ko
yeongwol-0106	2	2_married_divorced_couple_remarried	Lament_lament	ko
euiseong-0231	1225	1225_bean_teddy_episodes_sitcom	Lament_lament	ko
euiryeong-0214	877	877_stratosphere_meteorological_stratospheric_climatic	Lament_lament	ko
jangheung-0221	1892	1892_butterfly_bride_dagger_flowers	Lament_lament	ko
goheung-0112	103	103_climber_climbers_mountaineering_climb	Lament_lament	ko
wando-0223	1756	1756_horse_horses_cavalry_rode	Lament_lament	ko
hamyang-0140	900	900_oyster_oysters_shellfish_crabs	Lament_lament	ko
yecheon-0424	968	968_schemas_schema_metadata_structured	Lament_lament	ko
chilgok-0317	763	763_murderer_murders_murdered_killings	Lament_lament	ko
gw.goseong-0604	1467	1467_mouse_mice_cursor_joystick	Lament_lament	ko
goryeong-0529	1013	1013_law_jurisprudence_judicial_statutes	Lament_lament	ko
haenam-0130	1229	1229_raider_consoles_uncharted_tomb	Lament_lament	ko
sangju-1008	2205	2205_bow_actress_1932_laurels	Lament_lament	ko
yangsan-0214	1013	1013_law_jurisprudence_judicial_statutes	Lament_lament	ko
boseong-0126	1083	1083_tanks_tank_partisan_ideological	Lament_lament	ko
haenam-0409	1189	1189_shuttle_spacecraft_orbiters_orbiter	Lament_lament	ko
sinan-0614	1915	1915_fate_fates_doctor_doctorate	Lament_lament	ko
boseong-0134	1813	1813_honeys_honey_honeydew_bees	Lament_lament	ko
yangyang-2103	1550	1550_dew_cola_flavors_soda	Lament_lament	ko
sangju-1039	1082	1082_robots_robot_robotic_robotics	Lament_lament	ko
boseong-0142	238	238_protesting_activism_protests_protest	Lament_lament	ko
ulreung-0325	2243	2243_buried_cemetery_died_funeral	Lament_lament	ko
gwangyang-0114	929	929_medicine_medicinal_medicines_physicians	Lament_lament	ko
wando-0423	1638	1638_contraception_contraceptive_contraceptives_abortion	Lament_lament	ko
seongju-0827	1228	1228_1451_1453_1456_1452	Lament_lament	ko
haenam-0414	1711	1711_thirty_seconds_tour_album	Lament_lament	ko
hoengseong-0424	2322	2322_moon_drummer_drums_drummers	Lament_lament	ko
boseong-0123	1550	1550_dew_cola_flavors_soda	Lament_lament	ko
goheung-0115	1538	1538_bridges_bridge_viaducts_arches	Lament_lament	ko
samcheok-1001	2	2_married_divorced_couple_remarried	Lament_lament	ko
gokseong-0409	2053	2053_concert_concerts_tour_theater	Lament_lament	ko
yeongam-0514	1013	1013_law_jurisprudence_judicial_statutes	Lament_lament	ko
geochang-0510	2	2_married_divorced_couple_remarried	Lament_lament	ko
geumsan-0920	1646	1646_catch_22_circumstance_novel	Lament_lament	ko
cheolwon-1019	2201	2201_deaf_blindness_disabilities_braille	Lament_lament	ko
geumsan-0917	1534	1534_famine_famines_starvation_rice	Lament_lament	ko
yeongam-0424	467	467_katana_kata_swords_sword	Lament_lament	ko
gw.goseong-0708	129	129_pol_communists_rouge_soviet	Lament_lament	ko
changwon-0208	1028	1028_probability_probabilities_doors_car	Lament_lament	ko
gimhae-0304	2031	2031_commerce_resell_sales_vendor	Lament_lament	ko
cheolwon-1051	1082	1082_robots_robot_robotic_robotics	Lament_lament	ko
gunwi-0239	762	762_dragons_dragon_amulets_carvings	Lament_lament	ko
imsil-0218	1892	1892_butterfly_bride_dagger_flowers	Lament_lament	ko
hampyeong-0443	1907	1907_seasons_season_list_blazers	Lament_lament	ko
jinyang-0911	2262	2262_genetics_genetic_heredity_traits	Lament_lament	ko
geoje-0618	1341	1341_scattering_sciences_physicists_discovered	Lament_lament	ko
cheongdo-0515	1004	1004_chocolate_factory_screenplay_wilder	Lament_lament	ko
yeongwol-0107	472	472_traditional_dhoti_sari_dresses	Lament_lament	ko
seungju-0346	1477	1477_smartwatch_watches_smartwatches_apple	Lament_lament	ko
yeocheon-0225	1915	1915_fate_fates_doctor_doctorate	Lament_lament	ko
seocheon-0720	1862	1862_quixotic_literature_chivalric_novel	Lament_lament	ko
gimhae-0110	1082	1082_robots_robot_robotic_robotics	Lament_lament	ko
namwon-0312	348	348_mandarin_dialects_languages_lingua	Lament_lament	ko
yeongdeok-0203	291	291_peppers_chili_funk_flea	Lament_lament	ko
hongcheon-0411	640	640_defamation_lawsuit_sued_libel	Lament_lament	ko
bonghwa-0711	1862	1862_quixotic_literature_chivalric_novel	Lament_lament	ko
tongyeong-0710	1013	1013_law_jurisprudence_judicial_statutes	Lament_lament	ko
imsil-0209	1013	1013_law_jurisprudence_judicial_statutes	Lament_lament	ko
goheung-0110	238	238_protesting_activism_protests_protest	Lament_lament	ko
cheongdo-0705	1013	1013_law_jurisprudence_judicial_statutes	Lament_lament	ko
hapcheon-0509	1082	1082_robots_robot_robotic_robotics	Lament_lament	ko
wando-0207	1915	1915_fate_fates_doctor_doctorate	Lament_lament	ko
jangsu-0223	1028	1028_probability_probabilities_doors_car	Lament_lament	ko
gunwi-0240	762	762_dragons_dragon_amulets_carvings	Lament_lament	ko
goheung-0119	2045	2045_groceries_restaurants_restaurant_taxicab	Lament_lament	ko
damyang-0124	870	870_roof_prosecution_defendants_sentencing	Lament_lament	ko
sinan-0805	398	398_sins_sin_sinfulness_theology	Lament_lament	ko
yeongil-0512	380	380_temple_cult_peoples_disciples	Lament_lament	ko
yecheon-0821	1028	1028_probability_probabilities_doors_car	Lament_lament	ko
wonju-0222	2205	2205_bow_actress_1932_laurels	Lament_lament	ko
damyang-0115	1082	1082_robots_robot_robotic_robotics	Lament_lament	ko
hadong-0410	1932	1932_law_laws_theological_morality	Lament_lament	ko
hampyeong-0522	277	277_branch_fires_fired_deaths	Lament_lament	ko
mungyeong-0510	1915	1915_fate_fates_doctor_doctorate	Lament_lament	ko
sinan-1121	1492	1492_attractiveness_aesthetics_beauty_aesthetic	Lament_lament	ko
seungju-0112	571	571_lion_wardrobe_witch_chronicles	Lament_lament	ko
jeongseon-0810	2	2_married_divorced_couple_remarried	Lament_lament	ko
hongcheon-0406	2322	2322_moon_drummer_drums_drummers	Lament_lament	ko
chilgok-0314	1083	1083_tanks_tank_partisan_ideological	Lament_lament	ko
cheolwon-1205	938	938_ford_presidency_presidential_presidents	Lament_lament	ko
goesan-0315	918	918_hemp_cannabis_textiles_cultivated	Lament_lament	ko
yecheon-0809	870	870_roof_prosecution_defendants_sentencing	Lament_lament	ko
yeonggwang-0238	956	956_patients_inpatients_physicians_physician	Lament_lament	ko
haenam-0511	0	0_goalscorer_scored_goals_goal	Lament_lament	ko
boryeong-0231	1915	1915_fate_fates_doctor_doctorate	Lament_lament	ko
jangsu-0113	1036	1036_ivy_poison_poisons_poisoned	Lament_lament	ko
